"whichDataset","sentiment","text"
"Obama",0,"There's no need to overcomplicate the process. #DoYourJob https://t.co/QgaNgKNBzJ"
"Obama",0,"We must take bold steps now‰ÛÓclimate change is already impacting millions of people. https://t.co/ZWBgt0XEWt #ActOnClimate"
"Obama",2,"Congress is back, and they have important work to do before their next recess. Make sure you say where you stand: https://t.co/Ll1Croa3Ui"
"Obama",0,"RT @VPLive: ""Every nominee, including Kennedy in an election year‰ÛÓgot an up or down vote"" ‰ÛÓ@VP on serving as Senate Judiciary Chairman or R‰Û_"
"Obama",1,"Stay in the loop with important facts. Join @OFA's Truth Team: https://t.co/2KkNrPgHPL https://t.co/FDOocrpQvU"
"Obama",0,"Rising sea levels are already flooding homes and roads along America's coasts. The time to #ActOnClimate is now. https://t.co/OplSsyTHEX"
"Obama",-1,"Fewer Americans are uninsured than ever before, thanks to #Obamacare. https://t.co/tFbGtiPzWL"
"Obama",0,"Congress is back from recess. Help put the pressure on Senate leaders to give Judge Garland a hearing: https://t.co/F4eATpElMT #DoYourJob"
"Obama",3,"The process is clear. The Supreme Court and American people are waiting for Senate leaders to get to work. https://t.co/1YzeZLIcAT"
"Obama",0,"Senate leaders have 32 days before their next recess to give Judge Garland a hearing and a vote. Call them out now: https://t.co/IV1AGOEDag"
"Obama",0,"The Paris Climate Agreement is a big deal in the fight against climate change‰ÛÓand now, a big step closer to reality. https://t.co/5vd6n0BFgG"
"Obama",1,"The United States is leading the way in the fight to #ActOnClimate. https://t.co/vkUMjg6XKc"
"Obama",1,"Conservation not only protects diverse lands and species, it's also an important part of battling climate change. https://t.co/gjvhHNPFKL"
"Obama",2,"""When we protect our lands, it helps us protect the climate for the future."" ‰ÛÓPresident Obama #ActOnClimate https://t.co/qdoCgYPQom"
"Obama",0,"President Obama has a message for America's workers today‰ÛÓcheck it out: https://t.co/KlPj1YGeQ4 #LaborDay https://t.co/qzbHAfRXNs"
"Obama",1,"In the weekly address, President Obama commemorates the labor movement that helped build this country. https://t.co/JsZvcpTyee"
"Obama",0,"RT @WhiteHouse: It's official: The U.S. and China have entered into the #ParisAgreement: https://t.co/RQIMfGp7rg https://t.co/7IPK6WAeZD"
"Obama",0,"Recess is almost over, and editorial boards across the country are calling for Senate leaders to do their jobs. https://t.co/Pr78WaT0V2"
"Obama",1,"When Americans stand together, there's no challenge too great to solve‰ÛÓnot even climate change. #ActOnClimate today: https://t.co/5mqlv3ZXas"
"Obama",-1,"Unemployment: ‰Â  Deficits: ‰Â  Uninsured rate: ‰Â  Jobs: +15.1 million https://t.co/mWcAgfM8zn"
"Obama",1,"It's been a long road, but we're far better off than we were eight years ago. https://t.co/o8UdtCezYE"
"Obama",0,"The economy added 151,000 jobs in August‰ÛÓextending the longest streak of total job growth on record."
"Obama",1,"Senate leaders return from recess next week. They need to get to work on a vote for Judge Garland‰ÛÓsay so. https://t.co/pdRYkz7kFV #DoYourJob"
"Obama",0,"Recess is almost over, and editorial boards across the country are calling for Senate leaders to do their jobs. https://t.co/ScbkMVcovu"
"Obama",1,"RT @WhiteHouse: ""There's no conflict between a healthy economy and a healthy planet."" ‰ÛÓ@POTUS https://t.co/kLOKgyiEvf https://t.co/GL2z2FHN‰Û_"
"Obama",1,"Stay in the loop with important facts, brought to you weekly. Join @OFA's Truth Team: https://t.co/YNdzkLi9cb"
"Obama",0,"Senate leaders need to hear you expect a vote on Judge Garland when recess ends‰ÛÓsay you'll let them know: https://t.co/ETmcpsRRY6 #DoYourJob"
"Obama",2,"We can't afford to have a Supreme Court that's short-handed. Here's why: https://t.co/XcIRdewObs"
"Obama",0,"The American people need their legislators to be dedicated to solutions, not obstruction. #DoYourJob https://t.co/mrTXe8sti6"
"Obama",0,"Senate leaders have a job to do‰ÛÓjoin the thousands reminding them when they reconvene next week. https://t.co/FWsdVnejYH #DoYourJob"
"Obama",0,"RT @WhiteHouse: .@POTUS cannot do it alone. Congress must act to enact a fairer federal sentencing system: https://t.co/eNv6u25429 https://‰Û_"
"Obama",0,"Summer's almost over, Senate leaders. #DoYourJob https://t.co/JOEchACJ6i"
"Obama",1,"Have meaningful, fact-based conversations. Join OFA's Truth Team: https://t.co/R0cSASIGew. https://t.co/Fs4esnNcdD"
"Obama",1,"Show off your pride in this movement‰ÛÓgrab your Organizing&amp; tee: https://t.co/lFFWUSZljm. https://t.co/htUFnTNn28"
"Obama",0,"Senate leaders must put country before party politics. Read why it's time to give Judge Garland a vote. https://t.co/zipWl7JgU2"
"Obama",1,"It's not too late for Senate leaders to give Judge Garland a fair hearing and up-or-down vote. Say you agree. https://t.co/p48z2I8Mvr"
"Obama",2,"Obstruction‰ÛÓespecially when it comes to the Supreme Court‰ÛÓis nothing to be proud of, @SenateMajLdr. #DoYourJob https://t.co/FwsAnwqNH2"
"Obama",0,"President Obama continues his track record of protecting millions of acres of federal land and water. Take a look: https://t.co/J2GXikEUvR"
"Obama",1,"Speaking up is the first step. Let's build on our progress one conversation at a time. #WomensEqualityDay https://t.co/a0poSyIiqP"
"Obama",0,"Say you'll continue the fight to make gender equality a reality in America: https://t.co/XusbC9I8l3 #WomensEqualityDay"
"Obama",0,"We've come a long way, but there's still more to do to make sure women are truly treated equally. #WomensEqualityDay https://t.co/B7C0Nk27T5"
"Obama",1,"Organize for change in your community, and look good doing it. https://t.co/1Flbtn2PQQ https://t.co/e5TkkUQI1A"
"Obama",0,"""These are our American cathedrals, and they belong to you."" ‰ÛÓJonathan B. Jarvis, director of the @NatlParkService https://t.co/NbAXewqVsA"
"Obama",1,"Happy 100th birthday, @NatlParkService. Here's to the next 100. #NPS100 https://t.co/LGShTB9l4x"
"Obama",1,"RT @SecretaryJewell: .@NatlParkService _ÙÕø bday is a great time to look to next century‰ÛÓconnecting all Americans to parks &amp; conservation.SJ h‰Û_"
"Obama",1,"We need nine Supreme Court justices. The Senate needs to do its job and vote on Judge Garland: https://t.co/VbPUcviyZ2 #DoYourJob"
"Obama",1,"This is nothing more than shameless partisanship. The Supreme Court should be held in higher regard. #DoYourJob https://t.co/I0TN3csv0O"
"Obama",1,"Get important news delivered straight to your inbox‰ÛÓjoin the @OFA Truth Team: https://t.co/CQa3WGnBcB"
"Obama",1,"Rhode Island just built America's first offshore wind farm, which will create clean energy and fight climate change. https://t.co/76pwc0JM3m"
"Obama",0,"America's leadership in the fight against climate change pays off in more ways than one. #ActOnClimate https://t.co/tGK9Uu5l0C"
"Obama",0,"RT @WhiteHouse: ""What I want the people of Louisiana to know is this‰ÛÓyou‰Ûªre not alone.""‰ÛÓ@POTUS: https://t.co/6Uet2HpPXI https://t.co/d5yjHs‰Û_"
"Obama",1,"We can't wait any longer to restore our Supreme Court to full capacity. Tell Senate leaders: It's time for a vote. https://t.co/INKhdtm2rn"
"Obama",1,"The Supreme Court isn't some partisan football to be kicked around. Senate leaders should stop treating it like one. https://t.co/akIkPCcxUM"
"Obama",0,"Read why the Supreme Court needs nine justices, not shameless partisanship. https://t.co/8p9l6bSPcq"
"Obama",-1,"Get the facts. Cut through the noise with the @OFA Truth Team: https://t.co/4YNdcmVTED https://t.co/OlBqKSgLUZ"
"Obama",0,"""We‰Ûªve protected more than 265 million acres of public lands and waters."" ‰ÛÓPresident Obama https://t.co/TyJS4eBFr5"
"Obama",0,"In the weekly address, President Obama commemorates the 100th anniversary of the @NatlParkService. https://t.co/TyJS4eBFr5"
"Obama",-1,"Another record broken. https://t.co/sw9XGUXWqX #ActOnClimate"
"Obama",1,"Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now: https://t.co/rNIKnWI2K2"
"Obama",2,"Climate change is not too big of a challenge to solve. We're making good headway. #ActOnClimate https://t.co/s2yzyDqvNR"
"Obama",1,"‰ÛÏEach month just gives another data point that makes the evidence stronger that we‰Ûªre changing the climate.‰Û  https://t.co/QbFZXySQ86"
"Obama",-1,"Fifteen months in a row of record-breaking heat is a signal that can't be denied: We need to #ActOnClimate. https://t.co/pXnbiNYFP9"
"Obama",0,"Get the facts, not the fluff‰ÛÓjoin the OFA Truth Team: https://t.co/ssz4MCTj7s"
"Obama",0,"Carry what you need while organizing for change. https://t.co/PcxJtQcx2I https://t.co/cVvj9b3Mnq"
"Obama",0,"New standards for heavy-duty trucks will cut 1.1 billion metric tons of carbon pollution through 2027. https://t.co/1BncKu28M3"
"Obama",1,"Call on Congress to #DisarmHate. Add your name to support common-sense gun legislation: https://t.co/YvBX3rPILx"
"Obama",0,"We shouldn't accept this as normal. #DisarmHate https://t.co/tqmaTawXXX"
"Obama",-1,"Doing nothing won't stop our country's gun violence epidemic. Congress must act to #DisarmHate. https://t.co/0kbF22nnm4"
"Obama",2,"RT @WhiteHouse: Here's how today's new actions will spur innovation and promote more efficient vehicles: https://t.co/WoV9454Y4B https://t.‰Û_"
"Obama",2,"We‰Ûªre taking important steps to help guarantee the basic security of paid family leave. https://t.co/yvRhINmIGA #LeadOnLeave"
"Obama",1,"Senate leaders must stop obstructing our Supreme Court. Take a stand and show your support. https://t.co/1AaykUkmvn #DoYourJob"
"Obama",2,"Reminder: It's the Senate's job to fairly consider Supreme Court nominees. #DoYourJob https://t.co/xrkYcRsLNw"
"Obama",0,"Today, thousands of young DREAMers are able to fully contribute to our communities and our economy. https://t.co/szjWDVYm9X"
"Obama",2,"Judge Garland deserves a fair hearing and an up-or-down vote. Add your voice and show your support: https://t.co/OVDjQVdx3v #DoYourJob"
"Obama",1,"It‰Ûªs not too late. Senate leaders can still make this right and give Judge Garland an up-or-down vote. https://t.co/ysc4UvluR0"
"Obama",1,"Editorial boards around the country agree: Our judicial system is too important to be used as a political football. https://t.co/f1INOTKcmL"
"Obama",-1,"""There's no doubt that America has become a global leader in the fight against climate change."" ‰ÛÓPresident Obama https://t.co/nuI6cbADqm"
"Obama",1,"In the weekly address, President Obama discusses progress made in combating climate change‰ÛÓand what's left to do. https://t.co/nuI6cbADqm"
"Obama",2,"Let's be clear: Senate leaders are playing political games with the Supreme Court. #DoYourJob https://t.co/EpPURJ3Dwa"
"Obama",3,"The Clean Power Plan will improve the future health and well-being of our children and families. #ActOnClimate https://t.co/Kw09SczeRv"
"Obama",0,"Not long ago, women could be charged more for health insurance‰ÛÓfor being women. There's more to do: https://t.co/YQE99FTIoH #StandWithWomen"
"Obama",0,"Equality isn't a zero-sum game. https://t.co/Gj2V95WzPO"
"Obama",2,"Five months is long enough. It's time for a fair hearing and an up-or-down vote. https://t.co/PyMjLh8UJ8"
"Obama",0,"Senate leaders continue to obstruct a full Supreme Court and it must stop‰ÛÓadd your name if you agree: https://t.co/UWY4jtePG2 #DoYourJob"
"Obama",0,"Read what major news outlets are saying about the critical need for a fully functioning Supreme Court: https://t.co/phINUVx7gh"
"Obama",0,"20 million more insured ‰ÏÓ•    15 million new jobs ‰ÏÓ•    A global climate agreement ‰ÏÓ•     Let's keep it going: https://t.co/bs3lO6xPr8"
"Obama",0,"Don't let misinformation go unchallenged. Join the @OFA Truth Team and get the facts to fight back: https://t.co/Vs5CT07FZm"
"Obama",-1,"Being cynical is easy. It's having hope in the face of adversity that's hard‰ÛÓbut essential. https://t.co/60rtFlFjWp"
"Obama",1,"Grab one of these for all your progressive organizing travels. https://t.co/1sNkW0iJwY https://t.co/UlT5Wszne5"
"Obama",1,"Don't let the cynics win. Keep pushing for change with @OFA. https://t.co/uNYCHVCDWH"
"Obama",1,"We've accomplished so much as a movement‰ÛÓand it's thanks to the power of organizing. https://t.co/9VIhARMNvL"
"Obama",-1,"Judge Garland has now waited 146 days. That's shameful‰ÛÓand irresponsible. #DoYourJob https://t.co/JaP7YUQyOV"
"Obama",-1,"Senate leaders are hamstringing our Supreme Court. This obstruction is unprecedented‰ÛÓand unacceptable: https://t.co/G3HWlzCJx6 #DoYourJob"
"Obama",1,"Editorial boards from across the country have called on Senate leaders to fill the Supreme Court vacancy. https://t.co/oEPoijSThE"
"Obama",2,"RT @WhiteHouse: Watch @POTUS and @FLOTUS share their favorite Olympic memories‰ÛÓand cheer on #TeamUSA: https://t.co/p2YKF9yZhl https://t.co/‰Û_"
"Obama",1,"President Obama has done more to improve energy efficiency than any previous U.S. leader. https://t.co/RnYnwaopaG #ActOnClimate"
"Obama",1,"Adding clean energy jobs is another way the U.S. is continuing to #ActOnClimate. https://t.co/EbM6XUrDRW"
"Obama",1,"Show your support for bold action to fight climate change. https://t.co/DnEYpzMPrY #ActOnClimate"
"Obama",0,"Americans across the country agree that we need bold action in the fight against climate change. #ActOnClimate https://t.co/znuajZ6CmE"
"Obama",0,"These extreme records aren't a fluke‰ÛÓclimate change is largely caused by human activity. https://t.co/vENHkR9Exl #ActOnClimate"
"Obama",1,"""Team USA reminds the world why America always sets the gold standard."" ‰ÛÓPresident Obama https://t.co/N0gNxp5fEg"
"Obama",0,"President Obama reflects on his experience as a feminist‰ÛÓand his hopes to continue building toward gender equality. https://t.co/77Sy5Fi0kr"
"Obama",1,"RT @WhiteHouse: FACT: Wages are rising at the fastest pace in 7 years ‰ Õ https://t.co/C8P76lnNkb #JobsReport https://t.co/erXP4sSOsd"
"Obama",1,"Today's jobs report underscores what we know to be true: America's economy is the strongest in the world. https://t.co/iXJjuWeOB6"
"Obama",2,"This is a good thing for American workers and businesses‰ÛÓbut there's more work to do. https://t.co/QGb6k0pwPr"
